Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatible,Methods,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Downstream_compatibility_flag,Detergents_used,Capture_or_enrichment_or_purification_methods,Evidence,Provenance
Extraction-Free Detection of SARS-CoV-2 Viral RNA Using LumiraDx’s RNA Star Complete Assay from Clinical Nasal Swabs Stored in a Novel Collection and Transport Medium,False,False,True,False,['other:spin-column viral RNA extraction (QIAamp RNA Viral Mini Kit; lysis buffer + column-based purification) prior to RT-qPCR comparator testing'],2023,10.3390/diagnostics13183010,2023_diagnostics1,d87a177659,,,0010,0.25,False,[],[],,
Extraction-Free Detection of SARS-CoV-2 Viral RNA Using LumiraDx’s RNA Star Complete Assay from Clinical Nasal Swabs Stored in a Novel Collection and Transport Medium,False,False,False,False,['other:No sample-preparation protocol described in the provided page image (page shows references/disclaimer only); extraction-free use is mentioned in title/abstract snippet but procedural details are not present here.'],2023,10.3390/diagnostics13183010,2023_diagnostics1,8339fecbbc,,,0000,0.0,False,[],[],,
CESSAT: A chemical additive-enhanced single-step accurate CRISPR/Cas13 testing system for field-deployable ultrasensitive detection and genotyping of SARS-CoV-2 variants of concern,True,True,False,True,"['chelating_resin', 'heat_lysis_or_inactivation', 'other:RNase inhibitor added in lysis buffer', 'other:direct addition of lytic template into one-pot RT-RPA-CRISPR/Cas13a (single-step SHERLOCK/CCESSAT)']",2023,10.1016/j.bios.2023.115238,2023_jbios2023,626b9ad978,,,1101,0.75,True,[],[],,
CESSAT: A chemical additive-enhanced single-step accurate CRISPR/Cas13 testing system for field-deployable ultrasensitive detection and genotyping of SARS-CoV-2 variants of concern.,False,False,False,False,['other:clinical-sample nucleic acid extraction prior to testing (standard qPCR workflow referenced; extraction method not specified on provided pages)'],2023,10.1016/j.bios.2023.115238,2023_jbios2023,650a27c334,,,0000,0.0,False,[],[],,
Method versatility in RNA extraction-free PCR detection of SARS-CoV-2 in saliva samples.,False,False,False,False,"['enzyme_proteinasek_or_other', 'heat_lysis_or_inactivation']",2023,10.1016/j.pbiomolbio.2023.06.004,2023_jpbiomolbio,8222ba18cc,,,0000,0.0,False,[],[],,
Method versatility in RNA extraction-free PCR detection of SARS-CoV-2 in saliva samples.,True,True,False,True,['heat_lysis_or_inactivation'],2023,10.1016/j.pbiomolbio.2023.06.004,2023_jpbiomolbio,577db657a0,,,1101,0.75,True,[],[],,
Method versatility in RNA extraction-free PCR detection of SARS-CoV-2 in saliva samples.,True,True,False,True,"['heat_lysis_or_inactivation', 'enzyme_proteinasek_or_other']",2023,10.1016/j.pbiomolbio.2023.06.004,2023_jpbiomolbio,fb15373d5d,,,1101,0.75,True,[],[],,
Method versatility in RNA extraction-free PCR detection of SARS-CoV-2 in saliva samples.,True,True,False,False,"['heat_lysis_or_inactivation', 'enzyme_proteinasek_or_other']",2023,10.1016/j.pbiomolbio.2023.06.004,2023_jpbiomolbio,9727dfeb93,,,1100,0.5,False,[],[],,
Method versatility in RNA extraction-free PCR detection of SARS-CoV-2 in saliva samples,True,True,False,True,"['enzyme_proteinasek_or_other', 'heat_lysis_or_inactivation']",2023,10.1016/j.pbiomolbio.2023.06.004,2023_jpbiomolbio,e7d39540f8,,,1101,0.75,True,[],[],,
Method versatility in RNA extraction-free PCR detection of SARS-CoV-2 in saliva samples,True,True,False,True,['heat_lysis_or_inactivation'],2023,10.1016/j.pbiomolbio.2023.06.004,2023_jpbiomolbio,4ecdf8afea,,,1101,0.75,True,[],[],,
Pooled RNA-extraction-free testing of saliva for the detection of SARS-CoV-2,False,False,False,False,['other:no sample-prep protocol described on provided pages (only references/competing interests/additional information sections shown)'],2023,10.1038/s41598-023-34662-2,2023_s41598-023-3,4db7495fd8,,,0000,0.0,False,[],[],,
Dried Blood Matrix as a New Material for the Detection of DNA Viruses.,True,True,False,False,"['heat_lysis_or_inactivation', 'other:dried blood matrix formation via blood drying (biphasic direct detection concept)']",2024,10.1002/adhm.202402506,2024_adhm2024025,efb371db34,,,1100,0.5,False,[],[],,
Dried Blood Matrix as a New Material for the Detection of DNA Viruses.,True,True,False,True,['heat_lysis_or_inactivation'],2024,10.1002/adhm.202402506,2024_adhm2024025,c3f09fb009,,,1101,0.75,True,[],[],,
Dried Blood Matrix as a New Material for the Detection of DNA Viruses.,False,False,False,False,['other:commercial extraction and purification kit (QIAamp DNA Blood kits; Mini/Midi)'],2024,10.1002/adhm.202402506,2024_adhm2024025,3d0e9b4c49,,,0000,0.0,False,[],[],,
Dried Blood Matrix as a New Material for the Detection of DNA Viruses,False,False,False,False,['other:no protocol described on provided page (references/ending page only)'],2024,10.1002/adhm.202402506,2024_adhm2024025,c8ac0dc662,,,0000,0.0,False,[],[],,
Development of Aptamers for RNase Inactivation in Xtract-Free™ Sample Collection and Transport Medium,False,True,False,False,"['alkaline_ph_shock', 'detergent_lysis', 'heat_lysis_or_inactivation', 'other:magnetic bead immobilization/partitioning (paramagnetic carboxylated beads) and EDC/NHS covalent conjugation chemistry']",2024,10.3390/diagnostics14121207,2024_diagnostics1,bf829d7563,,,0100,0.25,False,[],[],,
Development of Aptamers for RNase Inactivation in Xtract-Free™ Sample Collection and Transport Medium,False,False,False,False,"['heat_lysis_or_inactivation', 'other:in vitro SELEX aptamer selection using RNase A immobilized on paramagnetic beads with magnetic partitioning and wash/elution steps in Xtract-Free™ medium']",2024,10.3390/diagnostics14121207,2024_diagnostics1,9bf72685aa,,,0000,0.0,False,[],[],,
Development of Aptamers for RNase Inactivation in Xtract-Free™ Sample Collection and Transport Medium,False,True,False,False,"['heat_lysis_or_inactivation', 'enzyme_proteinasek_or_other', 'other:lambda exonuclease digestion to generate ssDNA from dsDNA PCR products (with subsequent kit-based cleanup)']",2024,10.3390/diagnostics14121207,2024_diagnostics1,42c370d1c8,,,0100,0.25,False,[],[],,
Development of Aptamers for RNase Inactivation in Xtract-Free™ Sample Collection and Transport Medium,False,True,False,False,['other:paramagnetic bead-immobilized RNase A digestion/inhibition assay with anti-RNase DNA aptamers; magnetic partitioning (no centrifugation reported)'],2024,10.3390/diagnostics14121207,2024_diagnostics1,d89c467d18,,,0100,0.25,False,[],[],,
Development of Aptamers for RNase Inactivation in Xtract-Free™ Sample Collection and Transport Medium,False,False,False,False,['other:No sample-preparation protocol described on the provided page (page 12/12 shows references and publisher disclaimer only).'],2024,10.3390/diagnostics14121207,2024_diagnostics1,c3923b37eb,,,0000,0.0,False,[],[],,
Utility of Extraction-Free SARS-CoV-2 Detection by RT-qPCR for COVID-19 Testing in a Resource-Limited Setting,True,True,False,True,['heat_lysis_or_inactivation'],2024,10.3390/diseases12090198,2024_diseases1209,eb4faadd1b,,,1101,0.75,True,[],[],,
Utility of Extraction-Free SARS-CoV-2 Detection by RT-qPCR for COVID-19 Testing in a Resource-Limited Setting,False,False,False,False,['other:standard RNA extraction (commercial kit; details not specified on provided pages)'],2024,10.3390/diseases12090198,2024_diseases1209,e137d6f781,,,0000,0.0,False,[],[],,
Utility of Extraction-Free SARS-CoV-2 Detection by RT-qPCR for COVID-19 Testing in a Resource-Limited Setting,False,False,False,False,['other:no sample-prep protocol described on provided pages (references/disclaimer pages only)'],2024,10.3390/diseases12090198,2024_diseases1209,0edfbbd8cc,,,0000,0.0,False,[],[],,
"Assessment of DNA/RNA Defend Pro: An Inactivating Sample Collection Buffer for Enhanced Stability, Extraction-Free PCR, and Rapid Antigen Testing of Nasopharyngeal Swab Samples",True,True,True,True,"['other:inactivating/stabilizing sample collection buffer (DNA/RNA Defend Pro, DRDP) enabling direct RT-qPCR without nucleic acid extraction']",2024,10.3390/ijms25169097,2024_ijms25169097,62f43a2d38,,,1111,1.0,True,[],[],,
"Assessment of DNA/RNA Defend Pro: An Inactivating Sample Collection Buffer for Enhanced Stability, Extraction-Free PCR, and Rapid Antigen Testing of Nasopharyngeal Swab Samples",True,True,True,True,['other:DRDP-treated nasopharyngeal swab sample used for rapid antigen testing (RAT) (buffer preserves antigens and is compatible with RAT)'],2024,10.3390/ijms25169097,2024_ijms25169097,9829257649,,,1111,1.0,True,[],[],,
"Assessment of DNA/RNA Defend Pro: An Inactivating Sample Collection Buffer for Enhanced Stability, Extraction-Free PCR, and Rapid Antigen Testing of Nasopharyngeal Swab Samples",True,True,True,True,['other:low-pH inactivating/stabilizing collection buffer (DNA/RNA Defend Pro; DRDP) enabling direct RT-qPCR when sample input is limited to a stated fraction of total reaction volume (section 4.4)'],2024,10.3390/ijms25169097,2024_ijms25169097,7cb353a7f6,,,1111,1.0,True,[],[],,
"Assessment of DNA/RNA Defend Pro: An Inactivating Sample Collection Buffer for Enhanced Stability, Extraction-Free PCR, and Rapid Antigen Testing of Nasopharyngeal Swab Samples",True,True,True,False,['other:low-pH inactivating/stabilizing collection buffer (DRDP) requires neutralization prior to rapid antigen testing due to incompatibility with colloidal gold assays (section 4.3)'],2024,10.3390/ijms25169097,2024_ijms25169097,14bce89243,,,1110,0.75,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,False,"['mechanical', 'heat_lysis_or_inactivation', 'other:silica_spin_column_purification']",2024,10.3390/microorganisms12071285,2024_microorganis,40012f082d,,,0000,0.0,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,False,"['heat_lysis_or_inactivation', 'other:silica_spin_column_purification']",2024,10.3390/microorganisms12071285,2024_microorganis,83d0e1564c,,,0000,0.0,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,False,"['heat_lysis_or_inactivation', 'other:reverse_elution_flowthrough_column']",2024,10.3390/microorganisms12071285,2024_microorganis,11dc5c924b,,,0000,0.0,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,True,False,False,"['enzyme_proteinasek_or_other', 'heat_lysis_or_inactivation', 'other:reverse_elution_plate_based']",2024,10.3390/microorganisms12071285,2024_microorganis,196bf15314,,,0100,0.25,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,True,False,False,"['heat_lysis_or_inactivation', 'other:chemical_lysis_kit']",2024,10.3390/microorganisms12071285,2024_microorganis,f00b5a3dbf,,,0100,0.25,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,True,False,False,['heat_lysis_or_inactivation'],2024,10.3390/microorganisms12071285,2024_microorganis,756d4aeb50,,,1100,0.5,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,True,False,False,['heat_lysis_or_inactivation'],2024,10.3390/microorganisms12071285,2024_microorganis,756d4aeb50,,,1100,0.5,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,True,['other:silica spin column kit-based DNA extraction (NucleoSpin DNA Stool kit; NS; includes wash steps and centrifugation per kit design)'],2024,10.3390/microorganisms12071285,2024_microorganis,ec792d9715,,,0001,0.25,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,True,['other:silica spin column kit-based DNA extraction (QIAamp Fast DNA Stool Mini kit; QS; includes wash steps and centrifugation per kit design)'],2024,10.3390/microorganisms12071285,2024_microorganis,82c3e34ee1,,,0001,0.25,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,True,['other:reverse-elution silica column kit-based extraction (EchoLUTION Buccal Swab DNA Kit; BE; includes wash steps and centrifugation per kit design)'],2024,10.3390/microorganisms12071285,2024_microorganis,95b9aedc67,,,0001,0.25,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,True,['other:reverse-elution silica column kit-based extraction (EchoLUTION Viral RNA/DNA Swab Kit Plus; BV; includes wash steps and centrifugation per kit design)'],2024,10.3390/microorganisms12071285,2024_microorganis,b006104108,,,0001,0.25,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,False,False,True,"['detergent_lysis', 'heat_lysis_or_inactivation', 'other:lysis-only extraction (QuickExtract Solution; QE; described as combination of chemical and thermal lysis) used directly as qPCR template; for spiked stool matrix, blaVIM-1 detection failed while other targets detected']",2024,10.3390/microorganisms12071285,2024_microorganis,7fc7e500e2,,,1001,0.5,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,False,False,False,"['heat_lysis_or_inactivation', 'other:thermal lysis T (TL-T) used as template in qPCR for cultured samples; for spiked stool matrix, qPCR could not be performed due to sample viscosity after heat treatment']",2024,10.3390/microorganisms12071285,2024_microorganis,531d474d47,,,1000,0.25,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,False,False,True,"['heat_lysis_or_inactivation', 'other:thermal lysis P (TL-P) used directly as qPCR template; in spiked stool matrix, detection reported only for some targets with low copy numbers']",2024,10.3390/microorganisms12071285,2024_microorganis,ad9acaf0f7,,,1001,0.5,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,True,"['mechanical', 'heat_lysis_or_inactivation', 'other:silica spin column DNA extraction with inhibitor-removal/clean-up column']",2024,10.3390/microorganisms12071285,2024_microorganis,0d23349046,,,0001,0.25,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,False,"['heat_lysis_or_inactivation', 'other:silica spin column DNA extraction (stool kit)']",2024,10.3390/microorganisms12071285,2024_microorganis,719edd59d8,,,0000,0.0,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,True,"['heat_lysis_or_inactivation', 'other:reverse elution DNA extraction (purification matrix binds impurities while DNA passes through)']",2024,10.3390/microorganisms12071285,2024_microorganis,d10d7c9b13,,,0001,0.25,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,True,"['heat_lysis_or_inactivation', 'other:reverse elution DNA extraction (purification matrix binds impurities while DNA passes through)']",2024,10.3390/microorganisms12071285,2024_microorganis,d10d7c9b13,,,0001,0.25,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,True,False,True,"['heat_lysis_or_inactivation', 'other:thermal lysis used as template for qPCR (direct-lysis approach)']",2024,10.3390/microorganisms12071285,2024_microorganis,ff08841fc4,,,1101,0.75,True,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,True,False,False,"['heat_lysis_or_inactivation', 'other:thermal lysis used as template for qPCR (thermoblock); reported viscosity prevented qPCR use for stool matrix']",2024,10.3390/microorganisms12071285,2024_microorganis,c0aeec1740,,,1100,0.5,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,True,True,False,False,"['heat_lysis_or_inactivation', 'other:chemical + thermal lysis (Quick Extract Solution); not compatible for all targets in spiked stool (blaVIM-1 failure reported)']",2024,10.3390/microorganisms12071285,2024_microorganis,68e65be1fa,,,1100,0.5,False,[],[],,
Detection of Klebsiella pneumoniae Carbapenem Resistance Genes by qPCR: Choosing the Right Method for Total DNA Extraction,False,False,False,False,"['other:No sample-preparation/DNA-extraction protocol described on the provided pages (these pages contain references and a publisher disclaimer only; Microorganisms 2024, 12, 1285, pp. 19–21 of 21).']",2024,10.3390/microorganisms12071285,2024_microorganis,7e6372343e,,,0000,0.0,False,[],[],,
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,True,"['detergent_lysis', 'other:chelators/buffering (EDTA, Tris)', 'other:carrier molecules (poly(A), glycogen, linear polyacrylamide)']",2025,10.3855/jidc.18079,2025_jidc18079,044c54803f,,,1101,0.75,True,[],[],,
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,False,False,False,False,['other:RNA isolation using commercial kit (manufacturer protocol; details not provided on shown pages)'],2025,10.3855/jidc.18079,2025_jidc18079,cca1ed170b,,,0000,0.0,False,[],[],,
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,False,False,True,False,['other:carrier preparation (linear polyacrylamide synthesis/precipitation; includes centrifugation and ethanol washing)'],2025,10.3855/jidc.18079,2025_jidc18079,c4fcb54f65,,,0010,0.25,False,[],[],,
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection.,False,False,True,True,"['detergent_lysis', 'other:EDTA/Tris-buffer lysis solution with RNA carrier (poly(A); also discussed glycogen/LPA carriers)']",2025,10.3855/jidc.18079,2025_jidc18079,a43f6b3995,,,0011,0.5,True,[],[],,
Evaluation of direct-to-PCR (D2P) method for molecular diagnosis of infectious diseases,False,False,False,True,"['enzyme_proteinasek_or_other', 'heat_lysis_or_inactivation']",2025,10.1016/j.yexmp.2025.104972,2025_jyexmp2025,f7cbf2a745,,,0001,0.25,True,[],[],,
Evaluation of direct-to-PCR (D2P) method for molecular diagnosis of infectious diseases,False,False,False,False,['other:silica column extraction (QIAGEN DNeasy Blood & Tissue; QIAamp Viral RNA) with wash steps'],2025,10.1016/j.yexmp.2025.104972,2025_jyexmp2025,b2254c8499,,,0000,0.0,False,[],[],,
Evaluation of direct-to-PCR (D2P) method for molecular diagnosis of infectious diseases,False,False,False,False,"['enzyme_proteinasek_or_other', 'other:magnetic bead-based extraction (KingFisher + MagMAX Viral/Pathogen kit) with wash steps']",2025,10.1016/j.yexmp.2025.104972,2025_jyexmp2025,454cee0970,,,0000,0.0,False,[],[],,
Evaluation of direct-to-PCR (D2P) method for molecular diagnosis of infectious diseases.,False,False,False,False,"['other:D2P extraction-free/direct-to-PCR method mentioned as using proprietary buffers to lyse cells directly; specific sample-prep steps (washes, centrifugation, heating) not described on provided pages (pp. 7–12; Discussion sections 4.1–4.2).', 'other:Comparator methods referenced (Qiagen silica column; KingFisher magnetic bead-based extraction) but without procedural details on provided pages (pp. 7–12; Tables 3–5 and associated text).']",2025,10.1016/j.yexmp.2025.104972,2025_jyexmp2025,80da207e8b,,,0000,0.0,False,[],[],,
Evaluation of direct-to-PCR (D2P) method for molecular diagnosis of infectious diseases,False,False,False,False,['other:direct-to-PCR (D2P) extraction-free approach discussed at a high level; no specific sample-prep protocol steps provided in the supplied pages'],2025,10.1016/j.yexmp.2025.104972,2025_jyexmp2025,8379665517,,,0000,0.0,False,[],[],,
